Player,Position,Age,Cap_Hit,Cap_Hit_Percentage,Dead_Cap,Base_Salary,Signing_Bonus,Per_Game_Bonus,Roster_Bonus,Option_Bonus,Workout_Bonus,Restructure_Proration,Incentives,Cap_Type,Year
Marcel Jensen,TE,25,"$51,176",0.04%,-,"$51,176",-,-,-,-,-,-,-,table_active,2015
Jeremy Harris,CB,24,"$25,588",0.02%,-,"$25,588",-,-,-,-,-,-,-,table_active,2015
Cary Williams,CB,31,-,-,-,-,-,-,-,-,-,-,-,table_active,2015
Kory Lichtensteiger,C,30,"$4,300,000",3.00%,"($1,900,000)","$3,500,000","$550,000",-,"$250,000",-,-,-,-,table_injured,2015
Stephen Paea,DT,27,"$4,250,000",2.97%,"($7,850,000)","$2,850,000","$1,250,000",-,"$150,000",-,-,-,-,table_injured,2015
Chris Culliver,CB,27,"$4,073,529",2.84%,"($16,000,000)","$2,823,529","$1,250,000",-,-,-,-,-,-,table_injured,2015
Shawn Lauvao,G,28,"$4,000,000",2.79%,"($3,000,000)","$3,000,000","$1,000,000",-,-,-,-,-,-,table_injured,2015
Andre Roberts,WR,27,"$3,750,000",2.62%,"($5,750,000)","$2,750,000","$1,000,000",-,-,-,-,-,-,table_injured,2015
Logan Paulsen,TE,28,"$2,116,668",1.48%,"($366,668)","$1,550,000","$366,668",-,"$200,000",-,-,-,-,table_injured,2015
Niles Paul,TE,26,"$1,833,333",1.28%,"($2,250,000)","$1,250,000","$333,333",-,"$250,000",-,-,-,-,table_injured,2015
Adam Hayward,OLB,31,"$990,625",0.69%,"($200,000)","$870,000","$100,000",-,"$20,625",-,-,-,-,table_injured,2015
Duke Ihenacho,SS,26,"$660,000",0.46%,-,"$660,000",-,-,-,-,-,-,-,table_injured,2015
Derek Carrier,TE,25,"$585,000",0.41%,-,"$585,000",-,-,-,-,-,-,-,table_injured,2015
Kyshoen Jarrett,FS,22,"$468,907",0.33%,"($135,630)","$435,000","$33,907",-,-,-,-,-,-,table_injured,2015
Jackson Jeffcoat,OLB,24,"$416,294",0.29%,-,"$416,294",-,-,-,-,-,-,-,table_injured,2015
Junior Galette,OLB,27,"$413,000",0.29%,-,"$413,000",-,-,-,-,-,-,-,table_injured,2015
Martrell Spaight,ILB,22,"$391,251",0.27%,"($237,949)","$331,764","$59,487",-,-,-,-,-,-,table_injured,2015
Silas Redd,RB,23,"$345,666",0.24%,"($5,334)","$343,000","$2,666",-,-,-,-,-,-,table_injured,2015
James Gayle,DE,24,"$318,000",0.22%,-,"$318,000",-,-,-,-,-,-,-,table_injured,2015
