Player,Position,Age,Cap_Hit,Cap_Hit_Percentage,Dead_Cap,Base_Salary,Signing_Bonus,Per_Game_Bonus,Roster_Bonus,Option_Bonus,Workout_Bonus,Restructure_Proration,Incentives,Cap_Type,Year
Dorian Thompson-Robinson,QB,24,"$802,234",0.36%,"($342,272)","$716,666","$85,568",-,-,-,-,-,-,table_injured,2023
Dawson Deaton,C,24,"$470,735",0.21%,"($62,205)","$450,000","$20,735",-,-,-,-,-,-,table_injured,2023
Ty Nsekhe,RT,38,"$413,444",0.18%,-,"$413,444",-,-,-,-,-,-,-,table_injured,2023
A.J. Green,CB,,"$370,800",0.16%,,,,,,,,,,table_practice-squad,2023
Jaelon Darden,WR,,"$216,000",0.10%,,,,,,,,,,table_practice-squad,2023
Alex Leatherwood,RT,,"$216,000",0.10%,,,,,,,,,,table_practice-squad,2023
Tanner McCalister,S,,"$216,000",0.10%,,,,,,,,,,table_practice-squad,2023
Zaire Mitchell-Paden,TE,,"$216,000",0.10%,,,,,,,,,,table_practice-squad,2023
Lonnie Phelps,DE,,"$216,000",0.10%,,,,,,,,,,table_practice-squad,2023
Isaiah Thomas,DE,,"$216,000",0.10%,,,,,,,,,,table_practice-squad,2023
Charlie Thomas III,LB,,"$216,000",0.10%,,,,,,,,,,table_practice-squad,2023
Austin Watkins,WR,,"$216,000",0.10%,,,,,,,,,,table_practice-squad,2023
Justin Murray,T,,"$144,900",0.06%,,,,,,,,,,table_practice-squad,2023
Vincent Gray,CB,,"$108,000",0.05%,,,,,,,,,,table_practice-squad,2023
John Kelly,RB,,"$72,000",0.03%,,,,,,,,,,table_practice-squad,2023
Chris Williams,DT,,"$36,000",0.02%,,,,,,,,,,table_practice-squad,2023
Riley Patterson,K,,"$24,000",0.01%,,,,,,,,,,table_practice-squad,2023
Rodger Saffold,G,,"$20,600",0.01%,,,,,,,,,,table_practice-squad,2023
Austin Hooper,TE,,"$7,500,000",3.34%,,,,,,,,,,table_dead,2023
John Johnson,SS,,"$3,750,000",1.67%,,,,,,,,,,table_dead,2023
Anthony Walker Jr.,ILB,,"$2,372,000",1.06%,,,,,,,,,,table_dead,2023
Jadeveon Clowney,DE,,"$1,600,000",0.71%,,,,,,,,,,table_dead,2023
Donovan Peoples-Jones,WR,,"$1,265,763",0.56%,,,,,,,,,,table_dead,2023
A.J. Green,CB,,"$952,222",0.42%,,,,,,,,,,table_dead,2023
Thomas Graham Jr.,CB,,"$626,664",0.28%,,,,,,,,,,table_dead,2023
Joshua Dobbs,QB,,"$500,000",0.22%,,,,,,,,,,table_dead,2023
Anthony Schwartz,WR,,"$346,640",0.15%,,,,,,,,,,table_dead,2023
Phillip Walker,QB,,"$336,666",0.15%,,,,,,,,,,table_dead,2023
Tre Harbison III,RB,,"$236,000",0.11%,,,,,,,,,,table_dead,2023
Lonnie Phelps,DE,,"$208,333",0.09%,,,,,,,,,,table_dead,2023
