Player,Age,Team,Position,Games_Played,Games_Started,Interceptions,Times_Targeted,Completions_When_Targeted,Completion_Percentage,Yards_Allowed,Yards_Per_Reception,Yards_Per_Target,Recieving_TD_Allowed,Passing_Rating_Allowed,Average_Depth_Of_Target,Total_Air_Yards,Total_YAC,Times_Blitzed,QB_Hurries,QB_Hits,Passes_Batted,Sacks,Pressures,Combined_Tackles,Missed_Tackles,Missed_Tackle_Percentage,Awards,season
J.J. Russell,26,TAM,LB,16,3,0,18,13,72.2,151,11.6,8.4,1,115.7,5.8,66,85,9,1,0,0,0.0,1,33,3,8.3,,2024
Lukas Van Ness,23,GNB,DL,17,0,0,4,3,75.0,20,6.7,5.0,0,85.4,-4.0,-11,31,0,4,3,0,3.0,10,33,3,8.3,,2024
Nate Wiggins,21,BAL,CB,15,6,1,62,31,50.0,441,14.2,7.1,0,66.7,12.1,336,105,1,1,0,0,0.0,1,33,4,10.8,AP DRoY-11,2024
Joshua Williams,25,KAN,CB,17,6,0,31,16,51.6,160,10.0,5.2,1,77.4,10.6,85,75,2,0,0,0,1.0,1,33,3,8.3,,2024
Marcus Williams,28,BAL,S,11,9,0,24,16,66.7,295,18.4,12.3,3,148.4,13.1,242,53,1,0,0,0,0.0,0,33,2,5.7,,2024
Lorenzo Carter,29,ATL,OLB,13,11,0,13,13,100.0,115,8.8,8.8,0,103.5,0.6,8,107,9,1,2,0,0.0,3,32,7,17.9,,2024
K'Lavon Chaisson,25,LVR,DE,15,4,1,11,8,72.7,36,4.5,3.3,1,68.7,-0.3,-9,45,2,2,2,0,5.0,10,32,9,22.0,,2024
Troy Hill,33,CAR,CB,6,2,0,17,15,88.2,135,9.0,7.9,1,119.4,5.2,71,64,6,0,0,0,0.0,0,32,5,13.5,,2024
Laiatu Latu,24,IND,DE,17,1,0,4,4,100.0,26,6.5,6.5,0,93.7,0.8,3,23,0,11,8,1,4.0,23,32,5,13.5,AP DRoY-12,2024
Chad Muma,25,JAX,LB,17,3,0,10,10,100.0,82,8.2,8.2,1,134.2,2.7,27,55,5,0,0,0,0.0,0,32,2,5.9,,2024
Tavius Robinson,25,BAL,OLB,17,7,0,3,2,66.7,7,3.5,2.3,0,70.1,0.3,-3,10,0,1,8,0,3.5,13,32,0,0.0,,2024
Montez Sweat,28,CHI,DL,16,16,0,1,1,100.0,11,11.0,11.0,0,112.5,4.0,4,7,0,9,7,2,5.5,22,32,3,8.6,,2024
Darrell Taylor,27,CHI,DL,16,0,0,2,2,100.0,21,10.5,10.5,0,110.4,2.5,5,16,4,4,6,2,3.0,13,32,4,11.1,,2024
Carrington Valentine,23,GNB,CB,15,7,2,30,23,76.7,302,13.1,10.1,0,80.1,8.5,150,152,1,0,0,0,0.0,0,32,4,11.1,,2024
Jaylen Watson,26,KAN,CB,6,6,0,30,16,53.3,208,13.0,6.9,0,75.4,11.0,112,96,4,0,0,0,0.0,0,32,6,15.8,,2024
Preston Smith,32,2TM,DL,17,9,0,3,2,66.7,6,3.0,2.0,0,70.1,5.0,6,0,5,7,1,0,4.5,13,32,2,5.9,,2024
Preston Smith,32,GNB,DL,9,9,0,2,1,50.0,5,5.0,2.5,0,56.2,7.0,5,0,0,7,1,0,2.5,11,19,1,5.0,,2024
Preston Smith,32,PIT,LB,8,0,0,1,1,100.0,1,1.0,1.0,0,79.2,1.0,1,0,5,0,0,0,2.0,2,13,1,7.1,,2024
Mario Edwards,30,HOU,DT,13,12,0,0,0,,0,,,0,,,0,0,0,4,4,2,3.0,11,31,5,13.9,,2024
Da'Shawn Hand,29,MIA,DT,17,2,0,2,2,100.0,34,17.0,17.0,0,118.7,-2.5,-5,39,0,0,3,1,1.0,4,31,1,3.1,,2024
Kris Jenkins,23,CIN,DT,15,9,0,1,1,100.0,4,4.0,4.0,0,83.3,-6.0,-6,10,0,1,2,0,3.0,6,31,2,6.1,,2024
Damontae Kazee,31,PIT,S,15,1,1,14,11,78.6,182,16.5,13.0,1,112.8,10.9,129,53,0,0,0,0,0.0,0,31,1,3.1,,2024
Josh Newton,24,CIN,CB,17,6,1,55,31,56.4,382,12.3,6.9,4,94.7,9.0,228,154,1,0,0,0,0.0,0,31,6,16.2,,2024
Dayo Odeyingbo,25,IND,DE,17,14,0,4,4,100.0,24,6.0,6.0,0,91.7,-1.3,-5,29,0,2,13,0,3.0,19,31,7,18.4,,2024
Tim Settle,27,HOU,DT,17,11,0,1,1,100.0,-3,-3.0,-3.0,0,79.2,-3.0,-3,0,0,4,5,0,5.0,14,31,3,8.8,,2024
Alex Singleton,31,DEN,LB,3,3,1,8,7,87.5,70,10.0,8.8,1,103.1,2.9,10,60,12,0,1,0,0.0,1,31,4,11.4,,2024
Ahkello Witherspoon,29,LAR,CB,13,5,1,49,32,65.3,415,13.0,8.5,2,96.9,10.7,285,130,0,0,0,1,0.0,0,31,5,13.9,,2024
Chase Young,25,NOR,DE,17,0,0,2,2,100.0,14,7.0,7.0,0,95.8,-5.0,-10,24,1,14,13,3,5.5,34,31,3,8.8,,2024
Chris Board,29,BAL,LB,17,1,0,9,6,66.7,60,10.0,6.7,0,85.4,4.6,30,30,5,0,0,0,1.0,1,30,2,6.3,,2024
Johnathan Hankins,32,SEA,DT,17,8,1,0,0,,0,,,0,,,0,0,0,0,1,0,1.0,2,30,1,3.2,,2024
Darnay Holmes,26,LVR,CB,16,1,0,32,24,75.0,233,9.7,7.3,1,105.3,6.6,117,116,13,1,0,0,1.0,2,30,3,9.1,,2024
Eddie Jackson,31,2TM,FS,11,4,0,25,15,60.0,243,16.2,9.7,3,132.2,15.6,200,43,2,0,1,0,0.0,1,30,3,9.1,,2024
Eddie Jackson,31,BAL,FS,9,4,0,25,15,60.0,243,16.2,9.7,3,132.2,15.6,200,43,1,0,1,0,0.0,1,30,3,9.1,,2024
Eddie Jackson,31,LAC,FS,2,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0.0,0,0,0,,,2024
Anfernee Orji,24,NOR,LB,16,2,0,10,9,90.0,66,7.3,6.6,0,94.2,1.3,14,52,3,0,0,0,0.0,0,30,6,16.7,,2024
Nick Scott,29,CAR,S,10,4,0,17,14,82.4,186,13.3,10.9,1,131.9,10.2,101,85,2,1,0,0,0.0,1,30,6,16.7,,2024
Tedarrell Slaton,27,GNB,DL,17,17,0,0,0,,0,,,0,,,0,0,0,1,2,0,1.0,4,30,4,11.8,,2024
Chandler Wooten,25,CAR,LB,5,2,0,11,8,72.7,123,15.4,11.2,0,109.3,4.0,31,92,6,0,0,0,0.0,0,30,4,11.8,,2024
Arik Armstead,31,JAX,DE,17,1,0,1,0,0.0,4,,4.0,0,43.7,-3.0,-3,7,0,4,5,3,2.0,11,29,1,3.3,,2024
L.J. Collier,29,ARI,DL,17,15,0,1,1,100.0,11,11.0,11.0,0,112.5,-5.0,-5,16,0,5,2,1,3.5,11,29,2,6.5,,2024
Junior Colson,22,LAC,LB,11,1,0,18,11,61.1,120,10.9,6.7,1,99.3,4.8,51,69,9,1,1,0,0.0,2,29,2,6.5,,2024
Tyler Davis,24,LAR,DL,16,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0.5,1,29,2,6.5,,2024
Jaden Hicks,22,KAN,DB,17,1,3,20,12,60.0,144,12.0,7.2,1,59.2,11.9,96,48,7,1,0,0,0.0,1,29,1,3.3,,2024
Ed Oliver,27,BUF,DT,14,14,0,2,1,50.0,6,6.0,3.0,0,56.2,-4.0,-4,10,0,6,10,0,3.0,19,29,1,3.3,,2024
Amani Oruwariye,28,DAL,CB,7,4,1,32,24,75.0,361,15.0,11.3,2,119.4,12.8,228,133,0,0,0,0,0.0,0,29,3,9.4,,2024
Ty Summers,29,NYG,LB,16,2,0,8,6,75.0,52,8.7,6.5,0,91.7,-0.5,-10,62,4,0,0,0,0.0,0,29,1,3.3,,2024
Teair Tart,27,LAC,DT,17,0,1,2,2,100.0,9,4.5,4.5,0,45.8,-7.0,-14,23,0,3,3,1,1.0,7,29,3,9.4,,2024
DJ Turner,24,CIN,CB,11,6,0,48,26,54.2,424,16.3,8.8,1,91.0,11.8,221,203,0,0,0,0,0.0,0,29,5,14.7,,2024
Tershawn Wharton,26,KAN,DT,17,10,0,3,2,66.7,33,16.5,11.0,0,103.5,0.3,-4,37,0,10,6,1,6.5,23,29,5,14.7,,2024
Deatrich Wise Jr.,30,NWE,DE,15,5,0,0,0,,0,,,0,,,0,0,0,4,3,3,5.0,12,29,0,0.0,,2024
Claudin Cherelus,26,CAR,LB,13,2,0,9,5,55.6,51,10.2,5.7,0,72.0,4.7,32,19,0,0,1,0,0.0,1,28,6,17.6,,2024
Damone Clark,24,DAL,LB,14,2,0,10,3,30.0,18,6.0,1.8,0,39.6,6.9,5,13,3,0,0,0,0.5,1,28,0,0.0,,2024
Bud Dupree,31,LAC,OLB,17,0,1,4,3,75.0,18,6.0,4.5,0,43.7,-0.3,-8,26,13,1,5,1,6.0,12,28,5,15.2,,2024
Willie Gay Jr.,26,NOR,LB,15,8,0,10,5,50.0,74,14.8,7.4,1,107.9,2.0,-12,86,14,1,0,0,2.0,3,28,3,9.7,,2024
Logan Hall,24,TAM,DL,16,10,0,0,0,,0,,,0,,,0,0,0,0,4,1,5.5,10,28,1,3.4,,2024
Jake Hansen,26,HOU,LB,16,2,0,12,10,83.3,80,8.0,6.7,1,122.2,2.2,11,69,8,0,0,0,1.0,1,28,3,9.7,,2024
Adoree' Jackson,29,NYG,CB,14,5,0,41,20,48.8,287,14.4,7.0,2,88.2,12.8,195,92,0,0,0,0,0.0,0,28,4,12.5,,2024
Dre'Mont Jones,27,SEA,LB,17,7,0,6,3,50.0,28,9.3,4.7,1,102.8,2.7,2,26,7,8,9,1,4.0,21,28,2,6.7,,2024
Calijah Kancey,23,TAM,DL,12,12,0,1,0,0.0,0,,0.0,0,39.6,4.0,0,0,0,3,8,0,7.5,19,28,2,6.7,,2024
Roy Lopez,27,ARI,DL,16,16,0,0,0,,0,,,0,,,0,0,0,5,2,3,1.0,8,28,2,6.7,,2024
Will McDonald,25,NYJ,DE,17,15,0,2,2,100.0,8,4.0,4.0,0,83.3,-4.0,-8,16,3,14,12,3,10.5,38,28,5,15.2,,2024
Azeez Ojulari,24,NYG,OLB,11,5,0,2,2,100.0,14,7.0,7.0,0,95.8,5.0,10,4,10,1,2,0,6.0,10,28,7,20.0,,2024
Levi Onwuzurike,26,DET,DL,16,10,0,3,2,66.7,8,4.0,2.7,0,70.1,-4.3,-9,17,0,8,11,0,1.5,22,28,2,6.7,,2024
Owen Pappoe,24,ARI,LB,16,1,0,18,14,77.8,105,7.5,5.8,0,91.0,3.5,38,67,11,2,0,0,0.0,2,28,3,9.7,,2024
Chazz Surratt,27,NYJ,LB,17,5,0,6,5,83.3,41,8.2,6.8,0,95.1,1.8,10,31,13,1,1,0,0.0,2,28,1,3.4,,2024
Kayvon Thibodeaux,24,NYG,OLB,12,12,0,0,0,,0,,,0,,,0,0,12,3,10,1,5.5,20,28,3,9.7,,2024
Jerry Tillery,28,MIN,DL,17,11,0,0,0,,0,,,0,,,0,0,0,3,3,0,0.0,6,28,0,0.0,,2024
Tommy Togiai,25,HOU,DT,8,0,0,1,1,100.0,-1,-1.0,-1.0,0,79.2,-5.0,-5,4,0,1,0,1,1.5,3,28,3,9.7,,2024
Levi Wallace,29,DEN,CB,13,2,0,30,20,66.7,271,13.6,9.0,1,106.4,8.9,138,133,1,0,0,0,0.0,0,28,0,0.0,,2024
Felix Anudike-Uzomah,22,KAN,DE,17,3,0,1,1,100.0,7,7.0,7.0,0,95.8,3.0,3,4,0,3,4,0,2.5,10,27,2,6.9,,2024
Quinton Bell,28,MIA,LB,17,3,0,8,5,62.5,66,13.2,8.3,1,128.1,1.0,-9,75,3,1,0,0,1.0,2,27,3,10.0,,2024
Caelen Carson,22,DAL,CB,6,5,0,33,25,75.8,360,14.4,10.9,1,120.8,10.6,208,152,0,0,0,0,0.0,0,27,5,15.6,,2024
Jordan Davis,24,PHI,DT,17,17,0,0,0,,0,,,0,,,0,0,0,0,0,2,1.0,1,27,3,10.0,,2024
Morgan Fox,30,LAC,DL,17,3,0,0,0,,0,,,0,,,0,0,1,4,2,1,3.5,10,27,1,3.6,,2024
Tony Jefferson,32,LAC,S,8,4,0,14,13,92.9,117,9.0,8.4,1,125.3,5.7,49,68,1,0,0,0,0.0,0,27,2,6.9,AP CPoY-16,2024
Naquan Jones,26,ARI,DT,12,0,0,0,0,,0,,,0,,,0,0,0,2,1,2,3.0,6,27,1,3.6,,2024
Greg Newsome II,24,CLE,CB,13,3,1,51,32,62.7,491,15.3,9.6,4,112.5,10.1,251,240,9,1,0,0,0.0,1,27,7,20.6,,2024
Tyree Wilson,24,LVR,DE,16,4,0,3,2,66.7,11,5.5,3.7,0,72.9,-3.0,-2,13,0,7,5,0,4.5,17,27,6,18.2,,2024
Joe Andreessen,24,BUF,LB,13,1,0,10,8,80.0,51,6.4,5.1,0,87.9,1.0,7,44,5,0,1,0,0.0,1,26,1,3.7,,2024
Chidobe Awuzie,29,TEN,CB,8,7,1,26,15,57.7,187,12.5,7.2,2,89.7,10.1,156,31,0,0,0,0,0.0,0,26,0,0.0,,2024
Derek Barnett,28,HOU,DE,16,1,0,1,0,0.0,0,,0.0,0,39.6,-7.0,0,0,0,3,4,0,5.0,12,26,1,3.7,,2024
Jakorian Bennett,24,LVR,CB,10,7,0,44,23,52.3,233,10.1,5.3,0,67.7,10.8,155,78,0,0,0,0,0.0,0,26,5,16.1,,2024
Tre Brown,27,SEA,CB,13,3,0,26,17,65.4,261,15.4,10.0,2,124.0,10.3,195,66,1,0,0,0,0.0,0,26,2,7.1,,2024
Byron Cowart,28,CHI,DT,15,7,0,1,1,100.0,23,23.0,23.0,0,118.7,0.0,0,23,0,2,1,0,2.5,6,26,4,13.3,,2024
Kaiir Elam,23,BUF,CB,13,4,0,30,21,70.0,240,11.4,8.0,1,104.9,9.1,185,55,3,0,0,0,0.0,0,26,1,3.7,,2024
Clelin Ferrell,27,WAS,DE,14,10,0,2,2,100.0,16,8.0,8.0,0,100.0,-1.5,-3,19,1,3,5,0,3.5,12,26,1,3.7,,2024
Thomas Harper,24,LVR,S,15,5,1,8,3,37.5,52,17.3,6.5,0,20.8,8.3,35,17,2,0,0,0,0.5,1,26,1,3.7,,2024
Zach Harrison,23,ATL,DL,17,1,0,0,0,,0,,,0,,,0,0,0,5,0,1,1.0,6,26,1,3.7,,2024
Chop Robinson,21,MIA,LB,17,1,0,8,3,37.5,21,7.0,2.6,0,45.8,-0.4,-6,27,10,6,7,3,6.0,20,26,5,16.1,AP DRoY-5,2024
Isaiah Rodgers,26,PHI,CB,15,3,0,28,13,46.4,118,9.1,4.2,2,82.1,11.5,68,50,0,0,0,0,0.0,0,26,2,7.1,,2024
Solomon Thomas,29,NYJ,DL,16,1,0,2,1,50.0,-4,-4.0,-2.0,0,56.2,-2.5,-4,0,0,5,2,1,3.5,11,26,8,23.5,,2024
Dalvin Tomlinson,30,CLE,DT,16,16,0,0,0,,0,,,0,,,0,0,0,2,14,0,3.0,20,26,2,7.1,,2024
James Williams,21,TEN,LB,13,1,0,7,5,71.4,37,7.4,5.3,1,123.2,2.6,15,22,3,0,0,0,0.0,0,26,2,7.1,,2024
Bryan Bresee,23,NOR,DT,17,11,0,0,0,,0,,,0,,,0,0,0,4,7,3,7.5,19,25,5,16.7,,2024
J.T. Gray,28,NOR,DB,17,0,0,1,1,100.0,36,36.0,36.0,1,158.3,2.0,2,34,1,0,0,0,0.0,0,25,2,7.4,AP-2,2024
Daxton Hill,24,CIN,CB,5,5,0,20,13,65.0,125,9.6,6.3,1,99.0,8.3,83,42,2,0,0,0,1.0,1,25,4,13.8,,2024
Tyler Lacy,25,JAX,DT,13,8,0,1,0,0.0,9,,9.0,0,64.6,-4.0,-4,13,0,2,1,0,0.0,3,25,2,7.4,,2024
Alim McNeill,24,DET,DL,14,14,0,1,1,100.0,15,15.0,15.0,0,118.7,2.0,2,13,2,11,3,1,3.5,18,25,2,7.4,,2024
Ben Niemann,29,DET,LB,17,4,0,12,11,91.7,147,13.4,12.3,1,145.5,3.3,26,121,22,2,0,1,0.0,2,25,2,7.4,,2024
Mike Pennel,33,KAN,NT,17,7,0,1,1,100.0,21,21.0,21.0,0,118.7,0.0,0,21,0,1,0,0,3.0,4,25,0,0.0,,2024
Jeremiah Trotter Jr.,22,PHI,LB,17,1,0,7,5,71.4,23,4.6,3.3,0,75.3,0.6,-3,26,4,0,0,0,0.5,1,25,2,7.4,,2024
Nick McCloud,26,2TM,CB,15,5,0,20,18,90.0,262,14.6,13.1,3,158.3,8.2,146,116,4,0,0,0,0.0,0,25,1,3.8,,2024
Nick McCloud,26,NYG,CB,7,5,0,12,10,83.3,179,17.9,14.9,1,146.5,13.6,146,33,3,0,0,0,0.0,0,14,1,6.7,,2024
Nick McCloud,26,SFO,CB,8,0,0,8,8,100.0,83,10.4,10.4,2,149.5,0.0,0,83,1,0,0,0,0.0,0,11,0,0.0,,2024
Evan Anderson,22,SFO,DL,12,1,0,0,0,,0,,,0,,,0,0,0,0,2,0,1.0,3,24,2,7.7,,2024
Karl Brooks,24,GNB,DL,17,0,0,1,1,100.0,-5,-5.0,-5.0,0,79.2,-5.0,-5,0,0,4,2,2,3.5,10,24,2,7.7,,2024
Michael Carter II,25,NYJ,CB,13,1,0,27,17,63.0,137,8.1,5.1,0,75.7,8.4,88,49,9,1,0,0,0.0,1,24,5,17.2,,2024
Sheldon Day,30,WAS,DT,12,0,0,0,0,,0,,,0,,,0,0,0,1,1,1,0.0,2,24,0,0.0,,2024
Folorunso Fatukasi,29,HOU,DT,11,11,0,2,2,100.0,-3,-1.5,-1.5,0,79.2,-4.0,-8,5,0,3,2,0,1.0,6,24,1,4.0,,2024
Ja'Marcus Ingram,27,BUF,CB,17,1,2,21,11,52.4,149,13.5,7.1,1,51.6,9.1,81,68,3,0,0,0,1.0,1,24,3,11.1,,2024
Benito Jones,27,MIA,DT,17,15,0,1,1,100.0,6,6.0,6.0,0,91.7,-4.0,-4,10,0,1,2,0,0.0,3,24,3,11.1,,2024
Tyquan Lewis,29,IND,DE,10,4,0,0,0,,0,,,0,,,0,0,0,4,2,0,1.5,8,24,5,17.2,,2024
Cameron Mitchell,23,CLE,CB,17,1,0,36,24,66.7,276,11.5,7.7,3,117.4,7.6,151,125,3,1,0,0,0.0,1,24,10,29.4,,2024
James Smith-Williams,27,ATL,DL,10,5,0,6,5,83.3,8,1.6,1.3,0,79.2,-2.0,-14,22,8,0,1,0,1.0,2,24,0,0.0,,2024
Leonard Taylor,25,NYJ,DL,14,0,0,0,0,,0,,,0,,,0,0,0,0,2,1,1.5,4,24,3,11.1,,2024
Joe Tryon-Shoyinka,25,TAM,OLB,15,11,0,11,7,63.6,23,3.3,2.1,0,67.6,1.8,-9,32,56,7,3,1,2.0,11,24,3,11.1,,2024
Milton Williams,25,PHI,DT,17,7,0,0,0,,0,,,0,,,0,0,0,2,4,1,5.0,12,24,3,11.1,,2024
JD Bertrand,24,ATL,LB,12,0,0,10,9,90.0,103,11.4,10.3,0,109.6,2.8,25,78,6,1,0,0,1.0,2,23,1,4.2,,2024
D.J. Davidson,25,NYG,DL,12,2,0,1,1,100.0,0,0.0,0.0,0,79.2,0.0,0,0,0,1,0,0,2.0,3,23,2,8.0,,2024
Dane Jackson,28,CAR,CB,9,3,0,29,22,75.9,246,11.2,8.5,2,123.6,6.9,134,112,9,0,0,0,0.0,0,23,7,23.3,,2024
DaQuan Jones,33,BUF,DT,16,16,0,2,1,50.0,-3,-3.0,-1.5,0,56.2,-4.5,-5,2,0,1,4,1,2.5,8,23,2,8.0,,2024
Trevor Nowaske,26,DET,LB,14,2,1,9,8,88.9,74,9.3,8.2,0,61.3,3.9,36,38,18,4,2,0,2.0,8,23,1,4.2,,2024
